,memo_no,nat_instr,instr_date,usage,cp_incl,op_date,consid,gfa,nfa,gpsf,npsf,remark1,remark2,MW_data_code,memo_no.1,unit,floor,block,phase,bldg_name_en,bldg_name_ch,est_name_en,est_name_ch,st_name_en,st_name_ch,st_no_start,st_no_end,d_code,lot_no,bldg_ph_blk,st_bldg_ph_blk,subject_pty,code_chinese,op_year,bldg_age,bldg_name_ench,st_address_en,st_address_ch,st_address,ch_address,en_address,final_address,subject_pty_consid,floor_copy,redev_chance,flLv,orient,layout,finishes,remark
24327,19020400320083,ASP,2019-01-29,RES,blank,2000/05,2.55,285,212,8947,12028,blank,blank,5494406,19020400320083,11,27.0,blank,blank,KWUN HEI COURT,冠熹苑,blank,blank,SHEUNG LOK ST,常樂街,3,blank,KHMT,KIL11119sB,|KWUN HEI COURT冠熹苑|Phase |Block ,常樂街KWUN HEI COURT冠熹苑|Phase|Block,常樂街KWUN HEI COURT冠熹苑|Phase|Block|27|11,何文田,2000,20,KWUN HEI COURT冠熹苑,3 SHEUNG LOK ST,3 常樂街,3 SHEUNG LOK ST|3 常樂街,"冠熹苑,常樂街","KWUN HEI COURT,SHEUNG LOK ST","KWUN HEI COURT,SHEUNG LOK ST|冠熹苑,常樂街",SHEUNG LOK STblankKWUN HEI COURT冠熹苑|Phaseblank|Blockblank|27|11consid2.55,27,很低,中層,北,四正,有,單位實用四正 交通方便 配套完善
25359,20020500110050,ASP,2019-12-31,RES,blank,2019/09,3.3059,0,468,0,7064,blank,blank,5669496,20020500110050,1,1.0,B,blank,blank,blank,KWUN TAK COURT,冠德苑,SHEUNG LOK ST,常樂街,5,blank,KHMT,KIL11119sC,KWUN TAK COURT||Phase |Block B,常樂街KWUN TAK COURT|Phase|BlockB,常樂街KWUN TAK COURT|Phase|BlockB|1|1,何文田,2019,1,blankblank,5 SHEUNG LOK ST,5 常樂街,5 SHEUNG LOK ST|5 常樂街,"冠德苑B座,常樂街","KWUN TAK COURT(BLOCK B),SHEUNG LOK ST","KWUN TAK COURT(Block B),SHEUNG LOK ST|冠德苑B座,常樂街",SHEUNG LOK STKWUN TAK COURTblankblank|Phaseblank|BlockB|1|1consid3.3059,1,近乎零,低層,北,四正,基本,單位實用四正 交通方便 配套完善
25336,20011701170024,ASP,2020-01-02,RES,blank,2019/09,3.7356,0,468,0,7982,blank,blank,5664166,20011701170024,9,2.0,B,blank,blank,blank,KWUN TAK COURT,冠德苑,SHEUNG LOK ST,常樂街,5,blank,KHMT,KIL11119sC,KWUN TAK COURT||Phase |Block B,常樂街KWUN TAK COURT|Phase|BlockB,常樂街KWUN TAK COURT|Phase|BlockB|2|9,何文田,2019,1,blankblank,5 SHEUNG LOK ST,5 常樂街,5 SHEUNG LOK ST|5 常樂街,"冠德苑B座,常樂街","KWUN TAK COURT(BLOCK B),SHEUNG LOK ST","KWUN TAK COURT(Block B),SHEUNG LOK ST|冠德苑B座,常樂街",SHEUNG LOK STKWUN TAK COURTblankblank|Phaseblank|BlockB|2|9consid3.7356,2,近乎零,高層,北,呂字型,有,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
25293,20010700760081,ASP,2019-12-24,RES,blank,2019/09,3.7836,0,449,0,8427,blank,blank,5659647,20010700760081,5,9.0,B,blank,blank,blank,KWUN TAK COURT,冠德苑,SHEUNG LOK ST,常樂街,5,blank,KHMT,KIL11119sC,KWUN TAK COURT||Phase |Block B,常樂街KWUN TAK COURT|Phase|BlockB,常樂街KWUN TAK COURT|Phase|BlockB|9|5,何文田,2019,1,blankblank,5 SHEUNG LOK ST,5 常樂街,5 SHEUNG LOK ST|5 常樂街,"冠德苑B座,常樂街","KWUN TAK COURT(BLOCK B),SHEUNG LOK ST","KWUN TAK COURT(Block B),SHEUNG LOK ST|冠德苑B座,常樂街",SHEUNG LOK STKWUN TAK COURTblankblank|Phaseblank|BlockB|9|5consid3.7836,9,近乎零,中層,東南,四正,良好,單位實用四正 交通方便 配套完善
25328,20011500150547,ASP,2019-12-24,RES,blank,2019/09,3.8279,0,449,0,8525,blank,blank,5662874,20011500150547,5,12.0,B,blank,blank,blank,KWUN TAK COURT,冠德苑,SHEUNG LOK ST,常樂街,5,blank,KHMT,KIL11119sC,KWUN TAK COURT||Phase |Block B,常樂街KWUN TAK COURT|Phase|BlockB,常樂街KWUN TAK COURT|Phase|BlockB|12|5,何文田,2019,1,blankblank,5 SHEUNG LOK ST,5 常樂街,5 SHEUNG LOK ST|5 常樂街,"冠德苑B座,常樂街","KWUN TAK COURT(BLOCK B),SHEUNG LOK ST","KWUN TAK COURT(Block B),SHEUNG LOK ST|冠德苑B座,常樂街",SHEUNG LOK STKWUN TAK COURTblankblank|Phaseblank|BlockB|12|5consid3.8279,12,近乎零,低層,東,四正,良好,業主減價 上車筍盤 歡迎約睇
25347,20012302590043,ASP,2019-12-27,RES,blank,2019/09,3.8506,0,482,0,7989,blank,blank,5666708,20012302590043,1,6.0,A,blank,blank,blank,KWUN TAK COURT,冠德苑,SHEUNG LOK ST,常樂街,5,blank,KHMT,KIL11119sC,KWUN TAK COURT||Phase |Block A,常樂街KWUN TAK COURT|Phase|BlockA,常樂街KWUN TAK COURT|Phase|BlockA|6|1,何文田,2019,1,blankblank,5 SHEUNG LOK ST,5 常樂街,5 SHEUNG LOK ST|5 常樂街,"冠德苑A座,常樂街","KWUN TAK COURT(BLOCK A),SHEUNG LOK ST","KWUN TAK COURT(Block A),SHEUNG LOK ST|冠德苑A座,常樂街",SHEUNG LOK STKWUN TAK COURTblankblank|Phaseblank|BlockA|6|1consid3.8506,6,近乎零,中層,東北,沒資料,基本,單位實用四正 交通方便 配套完善
25015,19072500170011,ASP,2019-07-05,RES,blank,1985/05,3.9,359,250,10864,15600,blank,BW:19 SF (GU/NE) / ,5586968,19072500170011,B,9.0,blank,blank,YEE FU BLDG,怡富大廈,blank,blank,VALLEY RD,山谷道,10,blank,KHMT,KIL6354 / KIL6051 /,|YEE FU BLDG怡富大廈|Phase |Block ,山谷道YEE FU BLDG怡富大廈|Phase|Block,山谷道YEE FU BLDG怡富大廈|Phase|Block|9|B,何文田,1985,35,YEE FU BLDG怡富大廈,10 VALLEY RD,10 山谷道,10 VALLEY RD|10 山谷道,"怡富大廈,山谷道","YEE FU BLDG,VALLEY RD","YEE FU BLDG,VALLEY RD|怡富大廈,山谷道",VALLEY RDblankYEE FU BLDG怡富大廈|Phaseblank|Blockblank|9|Bconsid3.9,9,低,高層,西北,沒資料,良好,"連租約(生約), 可預約睇樓, 罕有開揚, 交通超級方便"
24376,19022700170083,ASP,2019-02-22,RES,blank,1991/05,3.9,442,297,8824,13131,blank,BW:10 SF (GI/NE) / ,5504167,19022700170083,B,17.0,blank,blank,PEACE MANS,太平閣,blank,blank,PEACE AVE,太平道,8,blank,KHMT,KIL1316,|PEACE MANS太平閣|Phase |Block ,太平道PEACE MANS太平閣|Phase|Block,太平道PEACE MANS太平閣|Phase|Block|17|B,何文田,1991,29,PEACE MANS太平閣,8 PEACE AVE,8 太平道,8 PEACE AVE|8 太平道,"太平閣,太平道","PEACE MANS,PEACE AVE","PEACE MANS,PEACE AVE|太平閣,太平道",PEACE AVEblankPEACE MANS太平閣|Phaseblank|Blockblank|17|Bconsid3.9,17,低,高層,南,沒資料,基本,單位實用四正 交通方便 配套完善
25396,20021901851537,ASP,2019-12-12,RES,blank,2019/09,3.9016,0,482,0,8095,blank,blank,5676670,20021901851537,1,9.0,A,blank,blank,blank,KWUN TAK COURT,冠德苑,SHEUNG LOK ST,常樂街,5,blank,KHMT,KIL11119sC,KWUN TAK COURT||Phase |Block A,常樂街KWUN TAK COURT|Phase|BlockA,常樂街KWUN TAK COURT|Phase|BlockA|9|1,何文田,2019,1,blankblank,5 SHEUNG LOK ST,5 常樂街,5 SHEUNG LOK ST|5 常樂街,"冠德苑A座,常樂街","KWUN TAK COURT(BLOCK A),SHEUNG LOK ST","KWUN TAK COURT(Block A),SHEUNG LOK ST|冠德苑A座,常樂街",SHEUNG LOK STKWUN TAK COURTblankblank|Phaseblank|BlockA|9|1consid3.9016,9,近乎零,中層,北,呂字型,有,業主減價 上車筍盤 歡迎約睇
25288,20010600920013,ASP,2019-12-18,RES,blank,2019/09,3.9104,0,449,0,8709,blank,blank,5659214,20010600920013,6,16.0,B,blank,blank,blank,KWUN TAK COURT,冠德苑,SHEUNG LOK ST,常樂街,5,blank,KHMT,KIL11119sC,KWUN TAK COURT||Phase |Block B,常樂街KWUN TAK COURT|Phase|BlockB,常樂街KWUN TAK COURT|Phase|BlockB|16|6,何文田,2019,1,blankblank,5 SHEUNG LOK ST,5 常樂街,5 SHEUNG LOK ST|5 常樂街,"冠德苑B座,常樂街","KWUN TAK COURT(BLOCK B),SHEUNG LOK ST","KWUN TAK COURT(Block B),SHEUNG LOK ST|冠德苑B座,常樂街",SHEUNG LOK STKWUN TAK COURTblankblank|Phaseblank|BlockB|16|6consid3.9104,16,近乎零,低層,東南,呂字型,良好,業主減價 上車筍盤 歡迎約睇
